code,index,dte,entry_time,exit_time,orderside,method,om,movement
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_3,NIFTY,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_4,NIFTY,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_5,NIFTY,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_6,NIFTY,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_7,NIFTY,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_8,NIFTY,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_9,NIFTY,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_10,NIFTY,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_11,NIFTY,2,13:10:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_12,NIFTY,2,13:00:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_13,NIFTY,2,13:01:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_14,NIFTY,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_15,NIFTY,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_16,NIFTY,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_17,NIFTY,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_18,NIFTY,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_19,NIFTY,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_20,NIFTY,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_21,NIFTY,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_22,NIFTY,2,13:10:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_23,NIFTY,2,13:00:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_24,NIFTY,2,13:01:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_25,NIFTY,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_26,NIFTY,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_27,NIFTY,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_28,NIFTY,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_29,NIFTY,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_30,NIFTY,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_31,NIFTY,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_32,NIFTY,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_33,NIFTY,2,13:10:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_1,SENSEX,1,13:00:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_2,SENSEX,1,13:01:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_3,SENSEX,1,13:02:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_4,SENSEX,1,13:03:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_5,SENSEX,1,13:04:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_6,SENSEX,1,13:05:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_7,SENSEX,1,13:06:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_8,SENSEX,1,13:07:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_9,SENSEX,1,13:08:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_10,SENSEX,1,13:09:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_11,SENSEX,1,13:10:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_12,SENSEX,1,13:00:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_13,SENSEX,1,13:01:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_14,SENSEX,1,13:02:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_15,SENSEX,1,13:03:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_16,SENSEX,1,13:04:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_17,SENSEX,1,13:05:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_18,SENSEX,1,13:06:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_19,SENSEX,1,13:07:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_20,SENSEX,1,13:08:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_21,SENSEX,1,13:09:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_22,SENSEX,1,13:10:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_23,SENSEX,1,13:00:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_24,SENSEX,1,13:01:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_25,SENSEX,1,13:02:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_26,SENSEX,1,13:03:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_27,SENSEX,1,13:04:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_28,SENSEX,1,13:05:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_29,SENSEX,1,13:06:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_30,SENSEX,1,13:07:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_31,SENSEX,1,13:08:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_32,SENSEX,1,13:09:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_33,SENSEX,1,13:10:00,15:27:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_1,SENSEX,2,13:00:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_2,SENSEX,2,13:01:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_3,SENSEX,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_4,SENSEX,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_5,SENSEX,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_6,SENSEX,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_7,SENSEX,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_8,SENSEX,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_9,SENSEX,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_10,SENSEX,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_11,SENSEX,2,13:10:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_12,SENSEX,2,13:00:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_13,SENSEX,2,13:01:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_14,SENSEX,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_15,SENSEX,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_16,SENSEX,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_17,SENSEX,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_18,SENSEX,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_19,SENSEX,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_20,SENSEX,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_21,SENSEX,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_22,SENSEX,2,13:10:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_23,SENSEX,2,13:00:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_24,SENSEX,2,13:01:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_25,SENSEX,2,13:02:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_26,SENSEX,2,13:03:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_27,SENSEX,2,13:04:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_28,SENSEX,2,13:05:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_29,SENSEX,2,13:06:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_30,SENSEX,2,13:07:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_31,SENSEX,2,13:08:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_32,SENSEX,2,13:09:00,15:24:00,sell,HL,0.1,100
SRE_PREMIUM_SHIFT_TILL_PREMIUM_Evening_33,SENSEX,2,13:10:00,15:24:00,sell,HL,0.1,100
